Date,Open,High,Low,Close,Volume
2022-03-31,2672.34,2687.37,2670.86,2680.08,5916585
2022-04-01,2717.92,2718.07,2714.27,2714.45,4574255
2022-04-04,2735.63,2738.41,2723.96,2729.83,10012022
2022-04-05,2684.99,2708.71,2664.82,2699.08,6779404
2022-04-06,2666.44,2671.91,2664.86,2671.27,8547239
2022-04-07,2715.63,2719.07,2667.31,2672.52,8910122
2022-04-08,2721.78,2736.37,2714.11,2723.82,5769785
2022-04-11,2674.74,2695.25,2670.8,2686.72,6514078
2022-04-12,2710.01,2722.97,2693.3,2704.37,8963132
2022-04-13,2722.37,2722.94,2712.7,2721.82,5664119
2022-04-14,2713.27,2728.57,2713.22,2720.06,12699755
2022-04-15,2672.75,2711.58,2660.61,2705.09,5097951
2022-04-18,2738.24,2739.28,2722.31,2736.02,12924809
2022-04-19,2701.98,2723.63,2697.51,2705.4,4579889
2022-04-20,2769.16,2773.8,2768.57,2769.79,11927377
2022-04-21,2786.96,2795.39,2775.79,2783.5,3287555
2022-04-22,2806.57,2807.71,2799.46,2804.63,13189438
2022-04-25,2816.51,2835.85,2798.86,2824.25,6775944
2022-04-26,2848.14,2848.42,2795.66,2843.96,5744454
2022-04-27,2860.29,2880.26,2818.03,2865.92,11796785
2022-04-28,2902.83,2950.83,2898.99,2909.09,6197418
2022-04-29,2903.78,2904.1,2858.6,2880.73,14509800
2022-05-02,2856.85,2879.49,2841.25,2872.73,5788647
2022-05-03,2858.21,2907.86,2838.18,2899.22,9224898
2022-05-04,2847.57,2863.11,2827.96,2839.31,9378384
2022-05-05,2847.46,2869.82,2837.68,2842.53,4570497
2022-05-06,2785.22,2817.48,2782.16,2803.56,3734158
2022-05-09,2786.74,2811.73,2786.7,2806.06,5692205
2022-05-10,2779.6,2798.4,2764.24,2783.13,9159729
2022-05-11,2829.57,2835.47,2799.28,2801.45,12193839
2022-05-12,2813.45,2825.93,2796.76,2809.08,4422771
2022-05-13,2839.35,2839.37,2818.59,2828.37,9945685
2022-05-16,2821.45,2865.14,2803.88,2861.05,14557891
2022-05-17,2921.84,2952.21,2910.01,2927.57,11218616
2022-05-18,2925.66,2952.01,2920.66,2943.86,10729395
2022-05-19,3022.52,3032.68,3020.53,3025.96,11276869
2022-05-20,3061.26,3074.63,3055.93,3067.48,5479129
2022-05-23,3084.13,3088.12,3068.86,3086.1,3855434
2022-05-24,3124.74,3129.65,3077.52,3118.1,3308697
2022-05-25,3140.91,3141.76,3107.81,3108.8,14799568
2022-05-26,3051.72,3066.19,3047.34,3059.3,6715799
2022-05-27,3146.48,3155.84,3077.02,3117.54,7719707
2022-05-30,3053.49,3060.68,3049.97,3060.29,10279074
2022-05-31,3063.48,3073.96,3062.15,3069.12,11461516
2022-06-01,3053.95,3060.87,3007.64,3046.1,13030581
2022-06-02,3108.44,3137.44,3057.74,3109.81,9032290
2022-06-03,3051.6,3097.19,3042.61,3060.71,7203726
2022-06-06,3074.6,3077.15,3072.68,3072.8,3842606
2022-06-07,3040.93,3083.68,3023.7,3048.85,8732452
2022-06-08,3030.19,3041.94,2997.31,3026.41,10377775
2022-06-09,3072.31,3099.69,3049.6,3060.74,6871549
2022-06-10,3110.17,3110.79,3053.53,3094.0,11839023
2022-06-13,3112.26,3132.34,3111.09,3120.26,8635312
2022-06-14,3118.26,3125.45,3114.3,3120.34,10724954
2022-06-15,3128.56,3131.48,3125.85,3126.04,6699446
2022-06-16,3114.28,3144.33,3083.84,3118.13,7223138
2022-06-17,3144.06,3166.72,3133.59,3163.61,3548723
2022-06-20,3246.84,3262.56,3204.49,3218.25,6232940
2022-06-21,3240.69,3245.27,3208.72,3220.09,13017269
2022-06-22,3236.41,3238.84,3199.24,3234.63,13922530
2022-06-23,3230.57,3237.13,3203.45,3230.12,7773147
2022-06-24,3185.14,3190.11,3156.82,3188.85,11473958
2022-06-27,3150.79,3166.26,3131.84,3139.47,12497445
2022-06-28,3169.77,3182.79,3107.97,3139.91,12333640
2022-06-29,3103.99,3107.35,3102.53,3104.23,5885579
2022-06-30,3063.6,3110.94,3032.24,3071.85,8912084
2022-07-01,3052.04,3076.21,3040.83,3059.94,12080627
2022-07-04,3064.8,3072.63,3057.92,3070.6,10355554
2022-07-05,3043.18,3060.24,3036.36,3051.28,4440352
2022-07-06,3012.15,3012.87,2994.23,2994.76,13297650
2022-07-07,2927.27,2967.2,2909.09,2940.86,4877330
2022-07-08,2913.34,2935.53,2910.93,2914.28,8082070
2022-07-11,2892.17,2918.93,2862.37,2907.06,13101068
2022-07-12,2897.91,2909.86,2897.19,2907.22,11943742
2022-07-13,2870.46,2881.85,2869.04,2870.2,8054379
2022-07-14,2869.29,2897.37,2861.4,2883.1,10269056
2022-07-15,2858.64,2870.05,2848.75,2852.96,7147036
2022-07-18,2891.43,2912.67,2875.2,2879.42,9208087
2022-07-19,2878.05,2886.73,2843.37,2865.26,13709494
2022-07-20,2884.1,2889.15,2869.76,2874.47,4048278
2022-07-21,2866.94,2883.08,2854.96,2875.8,10035483
2022-07-22,2928.33,2957.44,2913.76,2930.91,3123182
2022-07-25,2951.87,2980.23,2938.74,2968.34,7242895
2022-07-26,3060.75,3063.37,3051.78,3053.74,10491818
2022-07-27,3006.81,3062.12,3003.78,3022.56,8217975
2022-07-28,2973.31,3017.99,2972.73,2993.64,14832357
2022-07-29,3176.05,3178.64,3165.98,3172.35,11472714
2022-08-01,3206.79,3219.26,3195.41,3212.49,13039490
2022-08-02,3187.23,3216.36,3182.85,3189.36,13847758
2022-08-03,3136.59,3144.12,3134.27,3135.58,13413824
2022-08-04,3215.7,3216.83,3200.09,3211.18,3164486
2022-08-05,3264.26,3265.82,3254.74,3261.38,13082304
2022-08-08,3241.49,3259.61,3197.17,3242.46,14220063
2022-08-09,3236.91,3262.38,3213.19,3238.61,6846556
2022-08-10,3301.26,3329.83,3270.27,3291.69,9259225
2022-08-11,3303.7,3304.06,3289.86,3292.91,3735062
2022-08-12,3309.13,3310.02,3283.82,3295.9,3727468
2022-08-15,3229.29,3262.33,3220.23,3251.15,5064618
2022-08-16,3248.07,3254.25,3221.58,3246.11,6454707
2022-08-17,3146.8,3185.45,3137.3,3182.34,14204453
2022-08-18,3237.92,3252.91,3233.86,3236.15,14384646
2022-08-19,3311.98,3330.67,3272.97,3286.74,7872587
2022-08-22,3289.66,3320.98,3268.35,3290.61,14465119
2022-08-23,3320.66,3320.89,3317.62,3319.2,13291061
2022-08-24,3372.28,3388.99,3370.65,3379.26,9284179
2022-08-25,3403.34,3428.91,3376.56,3426.77,9914128
2022-08-26,3347.37,3350.33,3314.0,3349.45,5798658
2022-08-29,3450.64,3457.26,3388.15,3415.87,10662208
2022-08-30,3406.13,3455.97,3396.88,3420.18,4424241
2022-08-31,3334.27,3346.44,3327.22,3345.47,3902810
2022-09-01,3368.48,3374.27,3359.05,3363.84,8541543
2022-09-02,3302.41,3329.84,3297.21,3307.81,6714528
2022-09-05,3360.56,3361.46,3333.26,3337.6,8169619
2022-09-06,3361.66,3365.63,3319.07,3354.51,9395021
2022-09-07,3303.86,3320.74,3300.48,3314.53,9961507
2022-09-08,3265.16,3292.45,3261.4,3273.05,6695611
2022-09-09,3290.59,3344.55,3285.55,3295.48,8431159
2022-09-12,3290.86,3294.16,3257.68,3291.88,12434702
2022-09-13,3247.39,3262.27,3243.82,3248.56,6392389
2022-09-14,3208.17,3229.73,3192.79,3219.99,6416502
2022-09-15,3215.65,3240.54,3195.38,3229.91,11351870
2022-09-16,3256.69,3272.8,3232.62,3256.67,12142716
2022-09-19,3288.2,3306.12,3286.81,3289.72,12121486
2022-09-20,3209.27,3228.4,3203.67,3225.9,14608527
2022-09-21,3302.14,3304.8,3265.97,3284.19,9225175
2022-09-22,3326.61,3329.3,3299.98,3309.79,4001622
2022-09-23,3323.94,3332.77,3292.4,3324.18,6246319
2022-09-26,3235.28,3322.01,3233.56,3255.76,4636617
2022-09-27,3257.32,3273.91,3249.26,3265.34,13751912
2022-09-28,3242.64,3262.43,3209.24,3238.88,5466704
2022-09-29,3178.45,3230.79,3158.58,3194.31,13748400
2022-09-30,3218.84,3222.61,3180.85,3194.94,11750519
2022-10-03,3252.83,3259.85,3240.67,3257.36,4046251
2022-10-04,3212.46,3244.32,3209.99,3214.42,3285356
2022-10-05,3212.87,3214.46,3197.0,3207.43,12912813
2022-10-06,3162.84,3163.44,3149.09,3150.07,6003337
2022-10-07,3139.08,3184.2,3135.28,3174.07,12557302
2022-10-10,3150.87,3160.7,3139.67,3150.58,9563484
2022-10-11,3114.91,3131.29,3107.78,3116.14,11505089
2022-10-12,3132.52,3153.31,3119.07,3128.03,7262563
2022-10-13,3115.76,3165.27,3104.91,3126.93,6275654
2022-10-14,3098.98,3112.89,3079.92,3104.42,6674777
2022-10-17,3138.12,3139.31,3111.08,3135.84,9233550
2022-10-18,3068.12,3070.8,3065.4,3068.72,11122734
2022-10-19,3085.39,3100.32,3084.04,3091.32,13502135
2022-10-20,3039.1,3046.88,3026.42,3026.84,12598821
2022-10-21,3032.53,3042.54,3027.37,3029.64,13588414
2022-10-24,3048.12,3055.87,3002.09,3027.95,8925313
2022-10-25,2975.53,2997.38,2958.72,2981.19,7395102
2022-10-26,3012.15,3042.27,3004.95,3021.08,11045021
2022-10-27,2984.75,3015.13,2977.57,2999.33,11059562
2022-10-28,2923.98,2933.68,2891.75,2903.86,9824125
2022-10-31,2864.01,2884.73,2856.52,2874.64,5242019
2022-11-01,2896.51,2909.11,2855.01,2889.38,13450652
2022-11-02,2863.29,2877.91,2859.49,2867.56,3312051
2022-11-03,2908.94,2931.89,2898.06,2911.95,9170022
2022-11-04,2914.81,2933.13,2898.85,2922.45,5791004
2022-11-07,2958.85,2961.02,2922.8,2938.32,14685942
2022-11-08,2929.15,2929.89,2919.04,2923.12,9262748
2022-11-09,2965.2,2985.86,2959.81,2969.64,6568125
2022-11-10,2956.07,2982.3,2941.43,2954.78,9656669
2022-11-11,2930.83,2981.14,2921.99,2956.37,14030044
2022-11-14,3026.11,3040.59,3011.05,3021.69,13164633
2022-11-15,3016.96,3050.8,2988.06,3031.85,12542866
2022-11-16,3097.8,3102.37,3056.34,3063.14,5442905
2022-11-17,3084.33,3086.37,3057.26,3077.54,12378778
2022-11-18,3065.17,3077.12,3057.74,3061.85,13121949
2022-11-21,3047.29,3093.11,3002.96,3044.48,4412210
2022-11-22,3021.19,3024.78,2990.15,3011.76,9025140
2022-11-23,3055.02,3063.99,3017.54,3031.42,9362781
2022-11-24,3045.05,3085.56,3044.9,3045.48,6163257
2022-11-25,3039.87,3050.86,3034.7,3035.71,5674986
2022-11-28,2995.46,3037.51,2964.79,2997.99,6415814
2022-11-29,3019.22,3040.68,3012.82,3032.78,9036860
2022-11-30,3079.33,3096.59,3075.02,3087.14,4950256
2022-12-01,2975.45,3020.59,2973.68,3016.68,5803528
2022-12-02,3081.79,3085.42,3075.24,3076.26,14796776
2022-12-05,3172.2,3179.93,3169.45,3174.99,8310825
2022-12-06,3147.46,3209.75,3144.02,3181.27,7254284
2022-12-07,3200.08,3223.47,3193.06,3202.12,12231822
2022-12-08,3221.42,3227.62,3196.3,3212.4,3165301
2022-12-09,3294.23,3297.64,3274.69,3279.9,7814974
2022-12-12,3264.42,3278.03,3251.7,3259.09,12490628
2022-12-13,3263.09,3282.98,3248.91,3262.42,3297180
2022-12-14,3319.68,3320.26,3294.05,3309.81,6405914
2022-12-15,3267.06,3294.32,3260.22,3267.25,11165786
2022-12-16,3189.15,3224.32,3179.49,3197.95,7177927
2022-12-19,3191.42,3222.11,3178.77,3184.94,7876831
2022-12-20,3238.47,3289.72,3227.77,3255.01,8032403
2022-12-21,3139.85,3158.04,3128.74,3141.86,13055999
2022-12-22,3172.16,3179.76,3094.47,3140.59,6229065
2022-12-23,3148.46,3166.85,3119.03,3130.55,14847948
2022-12-26,2992.08,2998.93,2987.28,2987.96,14607230
2022-12-27,3002.84,3004.78,2975.32,2989.39,3587426
2022-12-28,2985.64,3004.45,2984.68,2989.35,6430460
2022-12-29,2964.81,3010.95,2952.53,2988.98,14528988
2022-12-30,2972.74,2984.5,2957.41,2968.76,4131614
2023-01-02,2875.85,2894.85,2845.42,2867.34,13445352
2023-01-03,2906.79,2923.04,2906.12,2908.88,11003029
2023-01-04,2846.95,2862.2,2836.65,2856.53,5466507
2023-01-05,2836.71,2848.06,2815.71,2828.5,13055169
2023-01-06,2861.26,2880.74,2816.22,2863.76,8418673
2023-01-09,2913.14,2937.42,2870.33,2911.95,3776385
2023-01-10,2893.97,2908.75,2886.99,2892.97,13293122
2023-01-11,2897.97,2913.04,2896.41,2912.24,13685775
2023-01-12,2941.85,2948.63,2936.8,2940.03,10464370
2023-01-13,2960.12,2999.84,2954.25,2957.9,12465027
2023-01-16,3002.04,3003.94,2967.67,2981.59,12395448
2023-01-17,2987.22,3010.23,2966.37,2970.49,12370097
2023-01-18,2983.79,3010.72,2971.28,2983.97,7559512
2023-01-19,2937.37,2940.22,2928.02,2936.33,9519453
2023-01-20,2913.53,2930.85,2896.35,2910.33,14660753
2023-01-23,2845.92,2883.02,2829.25,2857.91,9846090
2023-01-24,2783.81,2785.02,2778.58,2781.42,11607964
2023-01-25,2858.24,2862.27,2831.95,2843.6,14919632
2023-01-26,2839.88,2843.31,2832.81,2843.06,5995353
2023-01-27,2871.63,2942.61,2868.13,2884.69,4675255
2023-01-30,2913.41,2930.94,2890.52,2897.1,11873208
2023-01-31,2847.09,2854.56,2822.99,2833.56,12883926
2023-02-01,2821.17,2838.52,2818.43,2835.09,4908151
2023-02-02,2831.39,2864.14,2821.68,2848.75,14305775
2023-02-03,2862.53,2865.69,2838.85,2856.86,6289363
2023-02-06,2803.01,2835.86,2802.34,2821.38,13746369
2023-02-07,2829.73,2836.15,2810.2,2831.61,12034839
2023-02-08,2876.35,2905.95,2849.71,2868.64,12158430
2023-02-09,2800.85,2812.68,2791.3,2800.85,5786202
2023-02-10,2734.61,2760.85,2734.43,2755.1,10713409
2023-02-13,2769.66,2774.96,2745.61,2762.61,7209229
2023-02-14,2739.33,2756.58,2729.63,2736.31,4649379
2023-02-15,2705.09,2709.37,2700.05,2702.42,13685090
2023-02-16,2736.93,2743.09,2724.01,2740.25,14146475
2023-02-17,2721.59,2727.21,2708.3,2710.49,8551093
2023-02-20,2748.7,2749.62,2728.61,2735.98,14635190
2023-02-21,2835.32,2851.35,2817.15,2827.86,5392001
2023-02-22,2826.13,2853.59,2807.85,2825.18,13660741
2023-02-23,2828.62,2829.45,2811.52,2824.74,5316830
2023-02-24,2890.77,2891.54,2889.37,2890.61,13614261
2023-02-27,2905.58,2933.7,2893.64,2915.24,4233387
2023-02-28,2910.94,2977.22,2901.34,2952.98,10625417
2023-03-01,2961.93,2964.75,2946.86,2951.0,11439426
2023-03-02,2982.26,3016.14,2963.02,2975.7,5249119
2023-03-03,3008.56,3016.68,2992.75,2998.25,5451603
2023-03-06,3023.1,3049.32,2999.77,3041.27,4497116
2023-03-07,3054.14,3064.13,3051.66,3059.17,8571944
2023-03-08,3057.73,3082.24,3020.7,3068.35,14294881
2023-03-09,2999.17,3030.72,2997.14,3026.15,11584036
2023-03-10,3220.94,3246.9,3202.65,3227.18,7595772
2023-03-13,3227.35,3249.25,3200.95,3229.33,7289991
2023-03-14,3226.6,3247.86,3210.15,3231.55,8741638
2023-03-15,3224.61,3234.89,3194.01,3214.27,9052677
2023-03-16,3223.1,3232.69,3176.92,3202.31,6807114
2023-03-17,3213.88,3221.67,3187.65,3195.49,11224767
2023-03-20,3160.25,3181.18,3159.41,3178.19,9582123
2023-03-21,3188.67,3191.95,3187.88,3190.17,9805969
2023-03-22,3229.68,3240.54,3217.11,3228.02,6981048
2023-03-23,3248.05,3251.95,3192.15,3232.45,9079422
2023-03-24,3270.32,3278.88,3227.01,3278.19,8636589
2023-03-27,3297.66,3306.2,3251.96,3257.13,10946321
2023-03-28,3314.86,3338.14,3304.74,3317.78,14679241
2023-03-29,3465.31,3494.5,3443.34,3456.72,12571226
2023-03-30,3531.43,3560.14,3505.9,3523.06,4671179
2023-03-31,3439.84,3470.55,3434.11,3462.55,11484102
2023-04-03,3416.06,3427.3,3415.7,3422.23,14386047
2023-04-04,3435.52,3436.76,3413.56,3421.72,6228409
2023-04-05,3425.7,3440.08,3421.14,3433.16,11227953
2023-04-06,3461.3,3512.66,3445.08,3478.12,7898841
2023-04-07,3469.56,3529.91,3464.07,3469.49,11324878
2023-04-10,3505.95,3509.13,3464.6,3478.04,6014130
2023-04-11,3499.15,3509.63,3484.68,3501.35,10592443
2023-04-12,3477.93,3503.38,3426.93,3474.03,11328736
2023-04-13,3472.04,3475.96,3431.6,3449.99,7747492
2023-04-14,3514.85,3555.97,3493.12,3514.73,5111278
2023-04-17,3503.14,3512.81,3487.27,3489.71,10975518
2023-04-18,3489.74,3528.22,3488.18,3499.96,3216651
2023-04-19,3407.91,3459.37,3396.09,3432.05,11305530
2023-04-20,3410.46,3413.81,3393.94,3405.74,9620661
2023-04-21,3403.9,3411.84,3377.78,3389.59,12929464
2023-04-24,3403.58,3424.82,3392.11,3419.63,14843128
2023-04-25,3514.98,3535.22,3502.73,3510.02,9367038
2023-04-26,3509.46,3536.6,3478.42,3509.56,10572491
2023-04-27,3585.24,3619.18,3585.23,3592.49,3605502
2023-04-28,3573.95,3606.18,3563.7,3592.8,5535244
2023-05-01,3624.34,3658.62,3615.32,3649.38,4560155
2023-05-02,3664.22,3728.23,3642.83,3682.83,4611589
2023-05-03,3768.96,3772.36,3754.87,3772.35,3468163
2023-05-04,3799.69,3845.27,3781.99,3813.72,12228420
2023-05-05,3802.13,3852.09,3790.3,3840.01,3770008
2023-05-08,3849.83,3888.79,3810.2,3832.82,7498907
2023-05-09,3860.7,3868.57,3810.01,3841.28,6000102
2023-05-10,3834.38,3853.6,3828.26,3843.87,9589763
2023-05-11,3880.64,3920.29,3877.26,3908.9,12433262
2023-05-12,3911.26,3927.25,3902.41,3925.77,10686906
2023-05-15,3982.49,3992.29,3953.44,3965.03,5378772
2023-05-16,3994.94,4010.33,3976.09,3979.08,6476452
2023-05-17,4113.73,4127.84,4050.86,4061.87,6397559
2023-05-18,4044.46,4045.06,4030.37,4039.51,11737345
2023-05-19,4063.69,4076.56,4014.52,4050.92,5821562
2023-05-22,4127.23,4159.69,4077.77,4115.07,8740592
2023-05-23,4030.63,4042.11,4019.45,4034.82,12837907
2023-05-24,3985.18,4037.67,3982.99,4006.71,4512185
2023-05-25,4040.52,4040.96,4013.07,4027.56,14153238
2023-05-26,4102.59,4110.81,4097.47,4110.74,11570209
2023-05-29,4092.59,4125.41,4086.7,4108.46,7262986
2023-05-30,3987.77,4010.86,3941.58,3980.43,6368737
2023-05-31,3853.85,3890.45,3839.32,3867.85,5544544
2023-06-01,3882.37,3906.1,3848.82,3881.27,12683737
2023-06-02,3875.25,3895.67,3846.26,3853.97,14888193
2023-06-05,3894.24,3930.97,3864.7,3887.7,12803388
2023-06-06,3894.43,3899.46,3868.81,3883.85,8325910
2023-06-07,3892.12,3920.76,3881.8,3882.72,8363240
2023-06-08,3888.61,3932.77,3852.68,3896.17,5028217
2023-06-09,3848.43,3870.6,3822.65,3833.94,3659297
2023-06-12,3904.44,3911.12,3891.24,3907.05,9985481
2023-06-13,3931.23,3939.45,3901.42,3925.63,13953486
2023-06-14,3969.71,3999.79,3950.08,3950.12,8748777
2023-06-15,3970.17,3980.98,3950.44,3961.4,10226460
2023-06-16,3977.35,4005.89,3972.29,3999.1,12551544
2023-06-19,3990.6,3993.62,3948.77,3965.13,8506774
2023-06-20,4064.51,4094.11,4046.13,4059.16,11977914
2023-06-21,4118.29,4132.45,4080.11,4104.73,8237264
2023-06-22,4025.25,4117.55,4023.34,4071.14,4445819
2023-06-23,4031.94,4056.48,4025.6,4048.42,5233969
2023-06-26,3928.18,3965.74,3892.51,3922.07,3192803
2023-06-27,3882.95,3892.35,3815.1,3873.94,13048456
2023-06-28,3798.37,3815.17,3779.65,3811.51,14300643
2023-06-29,3898.46,3901.28,3861.06,3887.15,5453039
2023-06-30,3917.97,3942.03,3895.42,3932.65,8959776
2023-07-03,3904.81,3932.95,3877.72,3921.19,10352182
2023-07-04,3877.96,3889.7,3876.36,3887.6,14685189
2023-07-05,3991.72,3996.16,3973.66,3979.62,8431369
2023-07-06,4007.09,4018.62,4003.31,4013.97,9153283
2023-07-07,4088.24,4090.45,4068.44,4088.2,9132469
2023-07-10,4194.04,4200.23,4130.87,4138.56,9491212
2023-07-11,4188.92,4190.77,4158.14,4177.37,11220879
2023-07-12,4213.99,4228.79,4197.95,4199.99,13364124
2023-07-13,4285.07,4307.68,4237.67,4273.18,10205273
2023-07-14,4317.82,4336.06,4253.71,4285.44,7528458
2023-07-17,4242.2,4303.81,4232.91,4250.44,7327219
2023-07-18,4238.02,4265.06,4197.3,4224.97,12191099
2023-07-19,4250.57,4276.08,4249.66,4254.96,3777150
2023-07-20,4239.68,4282.26,4197.51,4224.5,14706176
2023-07-21,4219.82,4243.41,4215.5,4227.85,9316851
2023-07-24,4228.35,4240.99,4225.52,4235.72,14416537
2023-07-25,4220.6,4234.66,4212.52,4222.82,8472587
2023-07-26,4119.39,4136.28,4106.52,4132.49,12160077
2023-07-27,4064.01,4070.08,4053.98,4067.87,5321991
2023-07-28,3966.36,4025.06,3961.64,3991.66,8462762
2023-07-31,4094.07,4121.67,4066.05,4080.23,4676099
2023-08-01,4018.32,4108.44,3998.19,4057.12,5090651
2023-08-02,4106.01,4140.95,4058.93,4092.74,8855113
2023-08-03,4016.77,4038.84,3977.97,4010.09,12163064
2023-08-04,3965.89,3986.48,3940.04,3978.69,14342841
2023-08-07,4014.69,4027.36,3978.96,4000.35,12281763
2023-08-08,4003.99,4014.39,3998.73,4000.22,3527169
2023-08-09,4074.57,4083.12,4046.74,4062.41,10123801
2023-08-10,4148.6,4186.81,4119.45,4124.3,6781876
2023-08-11,4034.77,4065.86,4005.58,4032.26,8065521
2023-08-14,3964.53,3971.5,3951.7,3965.6,4897465
2023-08-15,4002.85,4055.58,4001.87,4026.63,5263567
2023-08-16,4045.02,4063.07,4010.91,4031.86,8698485
2023-08-17,3968.76,3981.49,3948.13,3965.83,7665770
2023-08-18,4047.32,4067.5,4038.26,4044.39,13459177
2023-08-21,4082.55,4092.54,4081.61,4090.3,12705069
2023-08-22,4070.99,4099.0,4068.19,4074.43,11536341
2023-08-23,4187.69,4189.72,4163.2,4185.65,11683585
2023-08-24,4195.12,4218.87,4142.43,4172.81,5724006
2023-08-25,4116.9,4186.81,4106.72,4163.41,4119816
2023-08-28,4170.61,4206.49,4150.72,4204.31,14116946
2023-08-29,4195.32,4203.39,4183.58,4201.16,8168949
2023-08-30,4299.72,4311.19,4241.45,4252.47,13695064
2023-08-31,4258.0,4314.36,4255.42,4272.9,6971183
2023-09-01,4337.04,4351.08,4332.69,4335.74,6972369
2023-09-04,4317.92,4323.03,4276.71,4278.43,7550038
2023-09-05,4233.55,4312.52,4232.82,4245.02,6226250
2023-09-06,4348.77,4364.23,4344.87,4351.91,5470950
2023-09-07,4374.38,4376.73,4319.19,4361.73,14155560
2023-09-08,4384.5,4401.21,4357.97,4383.73,9410563
2023-09-11,4429.58,4454.14,4420.87,4448.05,11789784
2023-09-12,4489.72,4521.15,4487.46,4518.02,12459646
2023-09-13,4535.09,4551.0,4534.63,4537.15,4043423
2023-09-14,4506.39,4573.69,4484.58,4494.03,13241437
2023-09-15,4529.38,4535.7,4482.37,4514.15,11315308
2023-09-18,4535.24,4544.27,4528.81,4540.26,5517626
2023-09-19,4612.15,4619.01,4594.47,4611.83,3092889
2023-09-20,4597.65,4604.66,4518.79,4539.62,3717884
2023-09-21,4520.76,4553.53,4498.17,4532.12,7609635
2023-09-22,4499.14,4553.69,4486.24,4540.88,5798945
